####################################################################################################
... ./createLTE2GRANnetworkdata.pl started running at Mon May 25 11:45:45 GMT 2015
####################################################################################################
# This file is generated from the GRAN to LTE Input File
# Location is /var/tmp/tep/CODEFREEZE/lte/customdata/irathom//PublicIrathomGRAN2LTE.csv
####################################################################################################

LTE01dg2ERBS00001;4000000;046;04;2;14000;1;3;0;1;GSM900;1
LTE01dg2ERBS00001;4000001;046;04;2;14000;2;3;0;4;GSM900;1
LTE01dg2ERBS00001;4000002;046;04;2;14000;3;3;0;7;GSM900;1
LTE01dg2ERBS00001;4000003;046;04;2;14000;4;3;0;10;GSM900;1
LTE01dg2ERBS00001;4000004;046;04;2;14000;5;3;0;13;GSM900;1
LTE01dg2ERBS00001;4000005;046;04;2;14000;6;3;0;16;GSM900;1
LTE01dg2ERBS00001;4000006;046;04;2;14000;7;3;1;19;GSM900;1
LTE01dg2ERBS00001;4000007;046;04;2;14000;8;3;1;22;GSM900;1
LTE01dg2ERBS00001;4000008;046;04;2;14000;9;3;1;25;GSM900;1
LTE01dg2ERBS00001;4000009;046;04;2;14000;10;3;1;28;GSM900;1
LTE01dg2ERBS00001;4000010;046;04;2;14000;11;3;1;31;GSM900;1
LTE01dg2ERBS00001;4000011;046;04;2;14000;12;3;1;34;GSM900;1
LTE01dg2ERBS00002;4000012;046;04;2;14000;13;3;2;37;GSM900;2
LTE01dg2ERBS00002;4000013;046;04;2;14000;14;3;2;40;GSM900;2
LTE01dg2ERBS00002;4000014;046;04;2;14000;15;3;2;43;GSM900;2
LTE01dg2ERBS00002;4000015;046;04;2;14000;16;3;2;46;GSM900;2
LTE01dg2ERBS00002;4000016;046;04;2;14000;17;3;2;49;GSM900;2
LTE01dg2ERBS00002;4000017;046;04;2;14000;18;3;2;52;GSM900;2
LTE01dg2ERBS00002;4000018;046;04;2;14000;19;3;3;55;GSM900;2
LTE01dg2ERBS00002;4000019;046;04;2;14000;20;3;3;58;GSM900;2
LTE01dg2ERBS00002;4000020;046;04;2;14000;21;3;3;61;GSM900;2
LTE01dg2ERBS00002;4000021;046;04;2;14000;22;3;3;64;GSM900;2
LTE01dg2ERBS00002;4000022;046;04;2;14000;23;3;3;67;GSM900;2
LTE01dg2ERBS00002;4000023;046;04;2;14000;24;3;3;70;GSM900;2
LTE01dg2ERBS00003;4000024;046;04;2;14000;25;3;4;73;GSM900;3
LTE01dg2ERBS00003;4000025;046;04;2;14000;26;3;4;76;GSM900;3
LTE01dg2ERBS00003;4000026;046;04;2;14000;27;3;4;79;GSM900;3
LTE01dg2ERBS00003;4000027;046;04;2;14000;28;3;4;82;GSM900;3
LTE01dg2ERBS00003;4000028;046;04;2;14000;29;3;4;85;GSM900;3
LTE01dg2ERBS00003;4000029;046;04;2;14000;30;3;4;88;GSM900;3
LTE01dg2ERBS00003;4000030;046;04;2;14000;31;3;5;91;GSM900;3
LTE01dg2ERBS00003;4000031;046;04;2;14000;32;3;5;94;GSM900;3
LTE01dg2ERBS00003;4000032;046;04;2;14000;33;3;5;97;GSM900;3
LTE01dg2ERBS00003;4000033;046;04;2;14000;34;3;5;100;GSM900;3
LTE01dg2ERBS00003;4000034;046;04;2;14000;35;3;5;103;GSM900;3
LTE01dg2ERBS00003;4000035;046;04;2;14000;36;3;5;106;GSM900;3
LTE01dg2ERBS00004;4000036;046;04;2;14000;37;3;6;109;GSM900;4
LTE01dg2ERBS00004;4000037;046;04;2;14000;38;3;6;112;GSM900;4
LTE01dg2ERBS00004;4000038;046;04;2;14000;39;3;6;115;GSM900;4
LTE01dg2ERBS00004;4000039;046;04;2;14000;40;3;6;118;GSM900;4
LTE01dg2ERBS00004;4000040;046;04;2;14000;41;3;6;121;GSM900;4
LTE01dg2ERBS00004;4000041;046;04;2;14000;42;3;6;124;GSM900;4
LTE01dg2ERBS00004;4000042;046;04;2;14000;43;3;7;3;GSM900;4
LTE01dg2ERBS00004;4000043;046;04;2;14000;44;3;7;6;GSM900;4
LTE01dg2ERBS00004;4000044;046;04;2;14000;45;3;7;9;GSM900;4
LTE01dg2ERBS00004;4000045;046;04;2;14000;46;3;7;12;GSM900;4
LTE01dg2ERBS00004;4000046;046;04;2;14000;47;3;7;15;GSM900;4
LTE01dg2ERBS00004;4000047;046;04;2;14000;48;3;7;18;GSM900;4
LTE01dg2ERBS00005;4000048;046;04;2;14000;49;3;0;21;GSM900;5
LTE01dg2ERBS00005;4000049;046;04;2;14000;50;3;0;24;GSM900;5
LTE01dg2ERBS00005;4000050;046;04;2;14000;51;3;0;27;GSM900;5
LTE01dg2ERBS00005;4000051;046;04;2;14000;52;3;0;30;GSM900;5
LTE01dg2ERBS00005;4000052;046;04;2;14000;53;3;0;33;GSM900;5
LTE01dg2ERBS00005;4000053;046;04;2;14000;54;3;0;36;GSM900;5
