####################################################################################################
... ./createnewconfigLTE2GRANnetworkdata.pl started running at Wed Sep 28 15:20:19 GMT 2016
####################################################################################################
# This file is generated from the LTE Input File
# Location is /var/tmp/tep/xkatmri/enm-lte/customdata/irathom//PrivateNewConfigIrathomLTE2GRAN.csv
####################################################################################################

LTENodeName=LTE01dg2ERBS00001-1;earfcn=1;BSCCellNum=AK00000
LTENodeName=LTE01dg2ERBS00001-1;earfcn=1;BSCCellNum=AK00001
LTENodeName=LTE01dg2ERBS00001-1;earfcn=1;BSCCellNum=AK00002
LTENodeName=LTE01dg2ERBS00001-1;earfcn=1;BSCCellNum=AK00003
LTENodeName=LTE01dg2ERBS00001-1;earfcn=1;BSCCellNum=AK00004
LTENodeName=LTE01dg2ERBS00001-1;earfcn=1;BSCCellNum=AK00005
LTENodeName=LTE01dg2ERBS00001-1;earfcn=1;BSCCellNum=AK00006
LTENodeName=LTE01dg2ERBS00001-1;earfcn=1;BSCCellNum=AK00007
LTENodeName=LTE01dg2ERBS00001-2;earfcn=1;BSCCellNum=AK00008
LTENodeName=LTE01dg2ERBS00001-2;earfcn=1;BSCCellNum=AK00009
LTENodeName=LTE01dg2ERBS00001-2;earfcn=1;BSCCellNum=AK00010
LTENodeName=LTE01dg2ERBS00001-2;earfcn=1;BSCCellNum=AK00011
LTENodeName=LTE01dg2ERBS00001-2;earfcn=1;BSCCellNum=AK00012
LTENodeName=LTE01dg2ERBS00001-2;earfcn=1;BSCCellNum=AK00013
LTENodeName=LTE01dg2ERBS00001-2;earfcn=1;BSCCellNum=AK00014
LTENodeName=LTE01dg2ERBS00001-2;earfcn=1;BSCCellNum=AK00015
LTENodeName=LTE01dg2ERBS00001-3;earfcn=1;BSCCellNum=AK00016
LTENodeName=LTE01dg2ERBS00001-3;earfcn=1;BSCCellNum=AK00017
LTENodeName=LTE01dg2ERBS00001-3;earfcn=1;BSCCellNum=AK00018
LTENodeName=LTE01dg2ERBS00001-3;earfcn=1;BSCCellNum=AK00019
LTENodeName=LTE01dg2ERBS00001-3;earfcn=1;BSCCellNum=AK00020
LTENodeName=LTE01dg2ERBS00001-3;earfcn=1;BSCCellNum=AK00021
LTENodeName=LTE01dg2ERBS00001-3;earfcn=1;BSCCellNum=AK00022
LTENodeName=LTE01dg2ERBS00001-3;earfcn=1;BSCCellNum=AK00023
LTENodeName=LTE01dg2ERBS00001-4;earfcn=1;BSCCellNum=AK00024
LTENodeName=LTE01dg2ERBS00001-4;earfcn=1;BSCCellNum=AK00025
LTENodeName=LTE01dg2ERBS00001-4;earfcn=1;BSCCellNum=AK00026
LTENodeName=LTE01dg2ERBS00001-4;earfcn=1;BSCCellNum=AK00027
LTENodeName=LTE01dg2ERBS00001-4;earfcn=1;BSCCellNum=AK00028
LTENodeName=LTE01dg2ERBS00001-4;earfcn=1;BSCCellNum=AK00029
LTENodeName=LTE01dg2ERBS00001-4;earfcn=1;BSCCellNum=AK00030
LTENodeName=LTE01dg2ERBS00001-4;earfcn=1;BSCCellNum=AK00031
LTENodeName=LTE01dg2ERBS00001-5;earfcn=1;BSCCellNum=AK00032
LTENodeName=LTE01dg2ERBS00001-5;earfcn=1;BSCCellNum=AK00033
LTENodeName=LTE01dg2ERBS00001-5;earfcn=1;BSCCellNum=AK00034
LTENodeName=LTE01dg2ERBS00001-5;earfcn=1;BSCCellNum=AK00035
LTENodeName=LTE01dg2ERBS00001-5;earfcn=1;BSCCellNum=AK00036
LTENodeName=LTE01dg2ERBS00001-5;earfcn=1;BSCCellNum=AK00037
LTENodeName=LTE01dg2ERBS00001-5;earfcn=1;BSCCellNum=AK00038
LTENodeName=LTE01dg2ERBS00001-5;earfcn=1;BSCCellNum=AK00039
LTENodeName=LTE01dg2ERBS00001-6;earfcn=1;BSCCellNum=AK00040
LTENodeName=LTE01dg2ERBS00001-6;earfcn=1;BSCCellNum=AK00041
LTENodeName=LTE01dg2ERBS00001-6;earfcn=1;BSCCellNum=AK00042
LTENodeName=LTE01dg2ERBS00001-6;earfcn=1;BSCCellNum=AK00043
LTENodeName=LTE01dg2ERBS00001-6;earfcn=1;BSCCellNum=AK00044
LTENodeName=LTE01dg2ERBS00001-6;earfcn=1;BSCCellNum=AK00045
LTENodeName=LTE01dg2ERBS00001-6;earfcn=1;BSCCellNum=AK00046
LTENodeName=LTE01dg2ERBS00001-6;earfcn=1;BSCCellNum=AK00047
LTENodeName=LTE01dg2ERBS00001-7;earfcn=1;BSCCellNum=AK00048
LTENodeName=LTE01dg2ERBS00001-7;earfcn=1;BSCCellNum=AK00049
LTENodeName=LTE01dg2ERBS00001-7;earfcn=1;BSCCellNum=AK00050
LTENodeName=LTE01dg2ERBS00001-7;earfcn=1;BSCCellNum=AK00051
LTENodeName=LTE01dg2ERBS00001-7;earfcn=1;BSCCellNum=AK00052
LTENodeName=LTE01dg2ERBS00001-7;earfcn=1;BSCCellNum=AK00053
LTENodeName=LTE01dg2ERBS00001-7;earfcn=1;BSCCellNum=AK00054
LTENodeName=LTE01dg2ERBS00001-7;earfcn=1;BSCCellNum=AK00055
LTENodeName=LTE01dg2ERBS00001-8;earfcn=1;BSCCellNum=AK00056
LTENodeName=LTE01dg2ERBS00001-8;earfcn=1;BSCCellNum=AK00057
LTENodeName=LTE01dg2ERBS00001-8;earfcn=1;BSCCellNum=AK00058
LTENodeName=LTE01dg2ERBS00001-8;earfcn=1;BSCCellNum=AK00059
LTENodeName=LTE01dg2ERBS00001-8;earfcn=1;BSCCellNum=AK00060
LTENodeName=LTE01dg2ERBS00001-8;earfcn=1;BSCCellNum=AK00061
LTENodeName=LTE01dg2ERBS00001-8;earfcn=1;BSCCellNum=AK00062
