###################################
# STANDARD PLMNIDENDITY ATTRIBUTES
###################################
MCC=46;MNC=6;MNCLENGTH=2
 
ROWID=1;EXTUCFDDID=RNC01-1-1;MUCID=RNC01-1-1;USERLABEL=RNC01-1-1;LAC=1;PCID=1;CID=1;RAC=1;ARFCNVDL=10563;RNCID=1;UARFCNUL=12
ROWID=2;EXTUCFDDID=RNC01-2-1;MUCID=RNC01-2-1;USERLABEL=RNC01-2-1;LAC=1;PCID=32;CID=2;RAC=1;ARFCNVDL=10563;RNCID=1;UARFCNUL=12
ROWID=3;EXTUCFDDID=RNC01-3-1;MUCID=RNC01-3-1;USERLABEL=RNC01-3-1;LAC=1;PCID=78;CID=3;RAC=1;ARFCNVDL=10563;RNCID=1;UARFCNUL=12
ROWID=4;EXTUCFDDID=RNC01-4-1;MUCID=RNC01-4-1;USERLABEL=RNC01-4-1;LAC=1;PCID=136;CID=4;RAC=1;ARFCNVDL=10563;RNCID=1;UARFCNUL=12
ROWID=5;EXTUCFDDID=RNC01-5-1;MUCID=RNC01-5-1;USERLABEL=RNC01-5-1;LAC=1;PCID=137;CID=5;RAC=1;ARFCNVDL=10563;RNCID=1;UARFCNUL=12
ROWID=6;EXTUCFDDID=RNC01-6-1;MUCID=RNC01-6-1;USERLABEL=RNC01-6-1;LAC=1;PCID=138;CID=6;RAC=1;ARFCNVDL=10563;RNCID=1;UARFCNUL=12
ROWID=7;EXTUCFDDID=RNC01-7-1;MUCID=RNC01-7-1;USERLABEL=RNC01-7-1;LAC=1;PCID=139;CID=7;RAC=1;ARFCNVDL=10563;RNCID=1;UARFCNUL=12
ROWID=8;EXTUCFDDID=RNC01-8-1;MUCID=RNC01-8-1;USERLABEL=RNC01-8-1;LAC=1;PCID=140;CID=8;RAC=1;ARFCNVDL=10563;RNCID=1;UARFCNUL=12
ROWID=9;EXTUCFDDID=RNC01-9-1;MUCID=RNC01-9-1;USERLABEL=RNC01-9-1;LAC=1;PCID=141;CID=9;RAC=1;ARFCNVDL=10563;RNCID=1;UARFCNUL=12
ROWID=10;EXTUCFDDID=RNC01-10-1;MUCID=RNC01-10-1;USERLABEL=RNC01-10-1;LAC=1;PCID=2;CID=10;RAC=1;ARFCNVDL=10563;RNCID=1;UARFCNUL=12
ROWID=11;EXTUCFDDID=RNC01-10-2;MUCID=RNC01-10-2;USERLABEL=RNC01-10-2;LAC=1;PCID=3;CID=11;RAC=1;ARFCNVDL=10563;RNCID=1;UARFCNUL=12
ROWID=12;EXTUCFDDID=RNC01-10-3;MUCID=RNC01-10-3;USERLABEL=RNC01-10-3;LAC=1;PCID=4;CID=12;RAC=1;ARFCNVDL=10563;RNCID=1;UARFCNUL=12
ROWID=13;EXTUCFDDID=RNC01-11-1;MUCID=RNC01-11-1;USERLABEL=RNC01-11-1;LAC=1;PCID=5;CID=13;RAC=1;ARFCNVDL=10563;RNCID=1;UARFCNUL=12
ROWID=14;EXTUCFDDID=RNC01-11-2;MUCID=RNC01-11-2;USERLABEL=RNC01-11-2;LAC=1;PCID=6;CID=14;RAC=1;ARFCNVDL=10563;RNCID=1;UARFCNUL=12
ROWID=15;EXTUCFDDID=RNC01-11-3;MUCID=RNC01-11-3;USERLABEL=RNC01-11-3;LAC=1;PCID=7;CID=15;RAC=1;ARFCNVDL=10563;RNCID=1;UARFCNUL=12
ROWID=16;EXTUCFDDID=RNC01-12-1;MUCID=RNC01-12-1;USERLABEL=RNC01-12-1;LAC=1;PCID=8;CID=16;RAC=1;ARFCNVDL=10563;RNCID=1;UARFCNUL=12
